Manufacturer,Model Name,Device Name,Model Code,GPU,Form Factor,System on Chip,Total MEM,ABIs,OpenGL ES Versions,SDK
Huawei,GR5,HUAWEI KII-L21,HWKII-Q,Adreno (TM) 405,Phone,Qualcomm MSM8939,1807-1815MB,arm64-v8a;armeabi;armeabi-v7a,3,22;23
Huawei,HUAWEI P30 lite,MAR-LX1M,HWMAR,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,HUAWEI MediaPad M5 10.8,CMR-W09,HWCMR09,Mali-G71MP8,Tablet,HiSilicon KIRIN960s,3715-3871MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,nova 3i,INE-LX2,HWINE,Mali-G51MP2,Phone,HiSilicon KIRIN710,1604-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,荣耀畅玩 6X,BLL-L23,HWBLN-H,Mali-T830MP2,Phone,HiSilicon KIRIN655,1871-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,nova plus,HUAWEI MLA-L13,HWMLA,Adreno (TM) 506,Phone,Qualcomm MSM8953,1871-3561MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,Mate 20 RS,LYA-TL00,HWLYA,Mali-G76MP10,Phone,HiSilicon KIRIN980,1463-3545MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,HUAWEI Y7 Pro 2019,DUB-LX2,HWDUB-Q,Adreno (TM) 506,Phone,Qualcomm SDM450,2819-3571MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Huawei,HUAWEI Y7 Pro 2019,DUB-LX1,HWDUB-Q,Adreno (TM) 506,Phone,Qualcomm SDM450,2819-3571MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Huawei,HUAWEI P smart+ 2019,POT-LX2J,HWPOT-H,Mali-G51MP2,Phone,HiSilicon KIRIN710,1594-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,P9,Mate 9,HWEVA,Mali-T760MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,华为畅享 8e 青春,DRA-LX2,HWDRA-M,PowerVR Rogue GE8100,Phone,Mediatek MT6739WW,1832-1833MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Huawei,nova 3,PAR-TL20,HWPAR,Mali-G72MP12,Phone,HiSilicon KIRIN970,1602-3702MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,Huawei Ascend XT2™,H1711,HWH1711-Q,Adreno (TM) 505,Phone,Qualcomm MSM8940,1841MB,armeabi;armeabi-v7a,3.2,24
Huawei,Mate 9,MHA-AL00,HWMHA,Mali-G71MP8,Phone,HiSilicon KIRIN960,3684-3728MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,华为畅享8,LDN-TL10,HWLDN-Q,Adreno (TM) 505,Phone,Qualcomm MSM8937,1831-3588MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Huawei,Honor 8A,JAT-LX1,HWJAT-M,PowerVR Rogue GE8320,Phone,Mediatek MT6765,1794-2801MB,armeabi;armeabi-v7a,3.2,28
Huawei,荣耀畅玩 6X,BLL-L22,HWBLN-H,Mali-T830MP2,Phone,HiSilicon KIRIN655,1871-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,nova lite,PRA-TL10,HWPRA-H,Mali-T830MP2,Phone,HiSilicon KIRIN655,2780-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,荣耀畅享7 Plus,TRT-AL00,HWTRT-Q,Adreno (TM) 505,Phone,Qualcomm MSM8940,1841-3619MB,armeabi;armeabi-v7a,3.2,24
Huawei,荣耀平板5,AGS2-L03,HWAGS2,Mali-T830MP2,Tablet,HiSilicon KIRIN659,1743-3874MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,GR3,HUAWEI TAG-L21,HWTAG-L6753,Mali-T720MP3,Phone,Mediatek MT6753,1852-1927MB,arm64-v8a;armeabi;armeabi-v7a,3,22
Huawei,Huawei Mate 20 X,EVR-AN00,HWEVR,Mali-G76MP10,Phone,HiSilicon KIRIN980,1543-3725MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,HUAWEI P20 Lite,HWV32,HWANE,Mali-T830MP2,Phone,HiSilicon KIRIN659,3783-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,华为畅享 9S,POT-AL00a,HWPOT-HF,Mali-G51MP2,Phone,HiSilicon KIRIN710F,1594-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,P10 lite,WAS-LX1A,HWWAS-H,Mali-T830MP2,Phone,HiSilicon KIRIN658,2780-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,nova 3i,INE-AL00,HWINE,Mali-G51MP2,Phone,HiSilicon KIRIN710,1604-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,HONOR 10i,HRY-AL00Ta,HWHRY-HF,Mali-G51MP2,Phone,HiSilicon KIRIN710F,1593-3713MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Honor 7A,AUM-L41,HWAUM-Q,Adreno (TM) 505,Phone,Qualcomm MSM8937,1831-2836MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Huawei,Honor 7,PLK-TL01H,HWPLK,Mali-T624MP4,Phone,HiSilicon KIRIN930,2791-2792MB,arm64-v8a;armeabi;armeabi-v7a,3.1,21;23
Huawei,Honor 7,PLK-UL00,HWPLK,Mali-T624MP4,Phone,HiSilicon KIRIN930,2791-2792MB,arm64-v8a;armeabi;armeabi-v7a,3.1,21;23
Huawei,GR3 2017,DIG-L21,HWDIG-L8940,Adreno (TM) 505,Phone,Qualcomm MSM8940,1807-2812MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Huawei,华为畅享8 Plus,unknown,HWFLA-H,Mali-T830MP2,Phone,HiSilicon KIRIN659,2775-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,Honor 8,FRD-L14,HWFRD,Mali-T880MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,Honor 8,FRD-AL10,HWFRD,Mali-T880MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,P10,VTR-L09,HWVTR,Mali-G71MP8,Phone,HiSilicon KIRIN960,3715-3721MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,Honor 8 Smart,HUAWEI VNS-L22,HWVNS-H,Mali-T830MP2,Phone,HiSilicon KIRIN650,1781-2800MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,Honor Magic 2,TNY-AL00,HWTNY,Mali-G76MP10,Phone,HiSilicon KIRIN980,3445-3545MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Mate 20,HMA-L09,HWHMA,Mali-G76MP10,Phone,HiSilicon KIRIN980,1543-3657MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Honor 8,FRD-L02,HWFRD,Mali-T880MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,HUAWEI nova 5T,YAL,HWYAL,Mali-G76MP10,Phone,HiSilicon KIRIN980,1543-3587MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,P9,EVA-AL00,HWEVA,Mali-T880MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,nova 2 Plus,BAC-L01,HWBAC,Mali-T830MP2,Phone,HiSilicon KIRIN659,3725-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,华为畅享9 Plus,JKM-AL00b,HWJKM-HM,Mali-G51MP2,Phone,HiSilicon KIRIN710F,3690-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,Mate 10 lite,RNE-L02,HWRNE,Mali-T830MP2,Phone,HiSilicon KIRIN659,3724-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,Honor V9,DUK-AL20,HWDUK,Mali-G71MP8,Phone,HiSilicon KIRIN960,1629-1635MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,HUAWEI MediaPad M5 lite,JDN2-W09,HWJDN2,Mali-G51MP2,Phone,HiSilicon KIRIN710,2716-3867MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Huawei,HUAWEI P30 lite,MAR-LX2,HWMAR,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,HUAWEI MediaPad T3 10,AGS-L09,HWAGS-Q,Adreno (TM) 308,Tablet,Qualcomm MSM8917,1857-1863MB,arm64-v8a;armeabi;armeabi-v7a,3,24;26
Huawei,Mate 8,HUAWEI NXT-L29,HWNXT,Mali-T880MP4,Phone,HiSilicon KIRIN950,2772-3827MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,honor 6C Pro,JMM-AL00,HWJMM,Mali-T860MP2,Phone,Mediatek MT6750,2803MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Huawei,nova 2s,HWI-AL00,HWHWI,Mali-G71MP8,Phone,HiSilicon KIRIN960,1629-3719MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,Mate 20 RS,LYA-AL00P,HWLYA,Mali-G76MP10,Phone,HiSilicon KIRIN980,1463-3545MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,华为畅享8,LDN-LX3,HWLDN-Q,Adreno (TM) 505,Phone,Qualcomm MSM8937,1831-3588MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Huawei,Mate 10 Pro,BLA-AL00,HWBLA,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-1617MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Huawei,华为畅享 MAX,ARS-L22,HWARS-Q,Adreno (TM) 512,Phone,Qualcomm SDM660,3724-3728MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,P8,HUAWEI GRA-UL10,HWGRA,Mali-T624MP4,Phone,HiSilicon KIRIN930,2791-2792MB,arm64-v8a;armeabi;armeabi-v7a,3.1,21;22;23
Huawei,nova plus,HUAWEI MLA-L12,HWMLA,Adreno (TM) 506,Phone,Qualcomm MSM8953,1871-3561MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,华为畅享9 Plus,JKM-AL00a,HWJKM-HM,Mali-G51MP2,Phone,HiSilicon KIRIN710F,3690-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,荣耀畅享7 Plus,TRT-LX2,HWTRT-Q,Adreno (TM) 505,Phone,Qualcomm MSM8940,1841-3619MB,armeabi;armeabi-v7a,3.2,24
Huawei,nova 3i,INE-LX1,HWINE,Mali-G51MP2,Phone,HiSilicon KIRIN710,1604-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,Mate 10 Pro,BLA-A09,HWBLA,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-1617MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Huawei,honor 10 Lite,HRY-LX2,HWHRY-H,Mali-G51MP2,Phone,HiSilicon KIRIN710,1579-3638MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,华为畅享7S,FIG-LX2,HWFIG-H,Mali-T830MP2,Phone,HiSilicon KIRIN659,2775-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,HUAWEI Y5 2019,AMN-LX9,HWAMN-M,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1794-1798MB,armeabi;armeabi-v7a,3.2,28
Huawei,Mate S,CRR-L09,HWCRR,Mali-T624MP4,Phone,HiSilicon KIRIN930,2791MB,arm64-v8a;armeabi;armeabi-v7a,3.1,22;23
Huawei,H60-L04,H60-L04,hwH60,Mali-T624MP4,Phone,HiSilicon Hi3630,1871-3013MB,armeabi;armeabi-v7a,3,19;22;23
Hytera,PNC550,PNC550,PNC550,Adreno (TM) 506,Phone,Qualcomm SDM450,2844-2848MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Hyundai,Ultra Live II,Ultra Live II,HYUNDAI_Ultra_Live_II,Mali-T860MP2,Phone,Mediatek MT6755,3768MB,arm64-v8a;armeabi;armeabi-v7a,3,23
Hyundai,Eternity H68,Eternity_H68,H25568K,Mali-T820MP1,Phone,Spreadtrum SC7731E,1920MB,armeabi;armeabi-v7a,3.2,27
iBall, iT-KSA0066 ,iT-KSA0066,iT-KSA0066,PowerVR Rogue GE8322,Tablet,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
iBRIT,Z2,Z2,Z2,PowerVR Rogue GE8100,Phone,Mediatek MT6739WA,1878MB,armeabi;armeabi-v7a,3.2,27
IDC,EVO_G4,EVO G4,EVO_G4,Mali-G71MP2,Phone,Mediatek MT6763,3841MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
iGet,SMART_L103_eea,SMART_L103_eea,SMART_L103,PowerVR Rogue GE8100,Tablet,Mediatek MT8765B,2894MB,armeabi;armeabi-v7a,3.2,28
iHunt,Alien X Apex 2020,Alien_X_Apex_2020,Alien_X_Apex_2020,PowerVR Rogue GE8100,Phone,Mediatek MT6739WA,2869MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Ikon,IK-1025,IK-1025,IK-1025,PowerVR Rogue GE8322,Tablet,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Infinix,Zero 4 Plus,Infinix Zero 4 Plus,X602,Mali-T880MP4,Phone,Mediatek MT6797M,3842-3843MB,arm64-v8a;armeabi;armeabi-v7a,3.0;3.2,23;25
Infinix,Zero 5 Pro,Infinix X603,Infinix-X603,Mali-T880MP2,Phone,Mediatek MT6757,1722MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Infinix,NOTE 4 Pro,Infinix X571,Infinix-X571,Mali-T720MP3,Phone,Mediatek MT6753,2845-2891MB,arm64-v8a;armeabi;armeabi-v7a,3.1,24;27
Infinix,X552,Infinix-X552,INFINIX-X552,PowerVR Rogue G6200,Phone,Mediatek MT6795,1871-2888MB,arm64-v8a;armeabi;armeabi-v7a,3,22;23
Infinix,X552,Infinix Zero 3,INFINIX-X552,PowerVR Rogue G6200,Phone,Mediatek MT6795,1871-2888MB,arm64-v8a;armeabi;armeabi-v7a,3,22;23
Infocus,Epic 1,TSP,JGZ,Mali-T880MP4,Phone,Mediatek MT6797,2756MB,arm64-v8a;armeabi;armeabi-v7a,3,23
Invens,MAX5,MAX5,MAX5,Mali-T820MP1,Phone,Spreadtrum SC7731E,1938MB,armeabi;armeabi-v7a,3.2,28
Iris,NEXT U,NEXT U,NEXT_U,Mali-T860MP2,Phone,Mediatek MT6750T,2816MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Isafe,IS910.1,IS910_1,IS910_1,Adreno (TM) 506,Tablet,Qualcomm MSM8953,2868MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Itel,A46,itel L5503,itel-L5503,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1838MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Itel,itel A55 LTE,itel L6003P,itel-L6003P,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1849MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Itel,itel Vision1(P36 Play),itel L6005,itel-L6005,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1842MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Itel,S15 Pro(VISION),itel L6002P,itel-L6002P,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1842MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Itel,S15,itel W6002,itel-W6002,Mali-T820MP1,Phone,Spreadtrum SC7731E,924MB,armeabi;armeabi-v7a,3.2,28
Itel,Vision1 Plus(P36 Pro LTE),itel L6501,itel-L6501,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1841MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
iWaylink,MC401,MC401_GWL,MC401_GWL,Adreno (TM) 512,Phone,Qualcomm SDM660,3742MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Jinga,Picasso Note,PicassoNote,PicassoNote,PowerVR Rogue GE8100,Phone,Mediatek MT6739WW,1861MB,armeabi;armeabi-v7a,3.2,27
Kalley,SILVER_MAX,SILVER_MAX,SILVER_MAX,Mali-G71MP2,Phone,Mediatek MT6763,2816MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Kenbo,B19,B19,B19,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Kogan,Kogan Agora XI,AGORA XI,AGORA_XI,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,2824MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
koobee,F2 Plus,F2_Plus,koobee_F2_Plus,Mali-G71MP2,Phone,Mediatek MT6763T,3806MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
koobee,S16,S16,koobee_S16,PowerVR Rogue GE8300,Phone,Mediatek MT6761,2795MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
koobee,K20,K20,koobee_K20,PowerVR Rogue GE8320,Phone,Mediatek MT6762,3769MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Kyocera,S4,S4-KC,S4-KC_sprout,Adreno (TM) 505,Phone,Qualcomm MSM8937,2860-2867MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Kyocera,X3,X3-KC,X3-KC_sprout,Adreno (TM) 508,Phone,Qualcomm SDM660,2735-2741MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Kyocera,BASIO 3,KYV43,KYV43,Adreno (TM) 505,Phone,Qualcomm MSM8937,2875MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
Kyocera,TORQUE G03,KYV41,KYV41,Adreno (TM) 506,Phone,Qualcomm MSM8953,2821-2840MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
Kyocera,704KC,704KC,704KC,Adreno (TM) 505,Phone,Qualcomm MSM8937,2859MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Kyocera,705KC,705KC,705KC,Adreno (TM) 505,Phone,Qualcomm MSM8937,2859MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Kyocera,TORQUE G04,KYV46,KYV46,Adreno (TM) 512,Phone,Qualcomm SDM660,3735-3738MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Kyocera,DIGNO W,KYV40,KYV40,Adreno (TM) 505,Phone,Qualcomm MSM8937,1871MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Kyocera,S6,S6-KC,S6-KC_sprout,PowerVR Rogue GE8320,Phone,Mediatek MT6765,2797MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Kyocera,BASIO4,KYV47,KYV47,PowerVR Rogue GE8300,Phone,Mediatek MT6761,2845MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Kyocera,DuraForce PRO 2 with Sapphire shield,E6910,E6910,Adreno (TM) 508,Phone,Qualcomm SDM630,3737-3743MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Kyocera,DuraForce Pro 2,KYOCERA-E6920,E6920,Adreno (TM) 508,Phone,Qualcomm SDM630,3737-3743MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Kyocera,URBANO V04,KYV45,KYV45,Adreno (TM) 508,Phone,Qualcomm SDM630,3743MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Kyocera,Qua tab QZ10,KYT33,KYT33,Adreno (TM) 506,Tablet,Qualcomm MSM8953,2839-2859MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
Kyocera,Qua tab QZ8,KYT32,KYT32,Adreno (TM) 505,Tablet,Qualcomm MSM8937,2868-2876MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
Lanix,Ilium L1400,Ilium L1400,Ilium_L1400,Adreno (TM) 505,Phone,Qualcomm MSM8937,2847MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
Lanix,Ilium Alpha 1s,Ilium Alpha 1s,Ilium_Alpha_1s,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Lanix,Ilium_Alpha7,Ilium Alpha 7,Ilium_Alpha7,Adreno (TM) 506,Phone,Qualcomm SDM450,2849MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Lanix,Ilium L1100,ILIUM L1100,ILIUM_L1100,Mali-T760MP2,Phone,Mediatek MT6752M,1914MB,armeabi;armeabi-v7a,3,19
Lanix,Ilium Alpha 9,Ilium Alpha 9,Ilium_Alpha_9,Mali-G72 MP3MP3,Phone,Mediatek MT6771,3765MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Lanix,Ilium M9s,Ilium M9s,Ilium_M9s,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Lava,LE9810,LAVA LE9810,LE9810,PowerVR Rogue GE8320,Phone,Mediatek MT6761,2817MB,armeabi;armeabi-v7a,3.2,27
Lava,V8,LE9910,LE9910,Mali-G71MP2,Phone,Mediatek MT6763,1846MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Lava,R3 Prime,iris90,iris90,PowerVR Rogue GE8300,Phone,Mediatek MT6761,2859MB,armeabi;armeabi-v7a,3.2,27
Lava,Z91,Z91,Z91,PowerVR Rogue GE8100,Phone,Mediatek MT6739WW,2832MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
Lava,ZX,ZX,ZX,PowerVR Rogue GE8320,Phone,Mediatek MT6762,1650MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Lava,LE9820,LAVA LE9820,LE9820,PowerVR Rogue GE8320,Phone,Mediatek MT6572,1651MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Lava,A3,LAVA_A3,LAVA_A3,Mali-T860MP2,Phone,Mediatek MT6750,2811MB,arm64-v8a;armeabi;armeabi-v7a,3,23
Lava,LF9810_2GB,LAVA LF9810_2GB,LF9810_2GB,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1850MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Lava,Z81,Z81,Z81,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1842MB,armeabi;armeabi-v7a,3.2,27
Lava,LAVA Z66,Lava Z66,Z66,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,2770MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Lava,R3,R3,R3,PowerVR Rogue GE8100,Phone,Mediatek MT6739WW,2832MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
Lava,Z92,Z92,Z92,PowerVR Rogue GE8320,Phone,Mediatek MT6761,2817MB,armeabi;armeabi-v7a,3.2,27
Lava,Z50,Z50,Z50,Mali-T720MP1,Phone,Mediatek MT6737M,903MB,armeabi;armeabi-v7a,3.1,27
Leagoo,S11,S11,S11,PowerVR Rogue GE8320,Phone,Mediatek MT6762,3734MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Leagoo,T8s,T8s,T8s,Mali-T860MP2,Phone,Mediatek MT6750,3756MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Leagoo,M12,M12,M12,PowerVR Rogue GE8100,Phone,Mediatek MT6739WW,1891MB,armeabi;armeabi-v7a,3.2,28
Leagoo,KIICAA MIX,KIICAA MIX,KIICAA_MIX,Mali-T860MP2,Phone,Mediatek MT6750T,2869MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Leagoo,S9,S9,S9,Mali-T860MP2,Phone,Mediatek MT6750,3770MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Leagoo,M13,M13,M13,PowerVR Rogue GE8300,Phone,Mediatek MT6761,3747MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Leagoo,S8,S8,S8,Mali-T860MP2,Phone,Mediatek MT6570,2818MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Leagoo,Power 5,Power 5,Power_5,Mali-G71MP2,Phone,Mediatek MT6763,1723MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Leagoo,T5,T5,T5,Mali-T860MP2,Phone,Mediatek MT6750T,,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Leagoo,S8 Pro,S8 Pro,S8Pro,Mali-T880MP2,Phone,Mediatek MT6757CD,2048MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
Leeco,Le Max2,LEX821,le_x2,Adreno (TM) 530,Phone,Qualcomm MSM8996,1678-3776MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Leeco,Le Max2,LEX829,le_x2,Adreno (TM) 530,Phone,Qualcomm MSM8996,1678-3776MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Leeco,Le Max2,LE MAX2,le_x2,Adreno (TM) 530,Phone,Qualcomm MSM8996,1678-3776MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Leeco,Le Pro3,LEX720,le_zl1,Adreno (TM) 530,Phone,Qualcomm MSM8996,3780MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Leeco,Le Max2,LEX820,le_x2,Adreno (TM) 530,Phone,Qualcomm MSM8996,1678-3776MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Lenovo,TBD,Lenovo L38111,kunlun2,Adreno (TM) 616,Phone,Qualcomm SDM710,3680MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Lenovo,Lenovo TAB3 8 Plus,Lenovo TB-8703X,TB-8703X,Adreno (TM) 506,Tablet,Qualcomm MSM8953,2869MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Lenovo,Lenovo TAB4 8 Plus,Lenovo TB-8704X,TB-8704X,Adreno (TM) 506,Tablet,Qualcomm MSM8953,2825-3557MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
Lenovo,K5X,Lenovo L38041,kunlun,Adreno (TM) 509,Phone,Qualcomm SDM636,1619-3718MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Lenovo,X3a40,Lenovo X3a40,x3_row,Adreno (TM) 418,Phone,Qualcomm MSM8992,2750-2790MB,arm64-v8a;armeabi;armeabi-v7a,3.1,22;23
Lenovo,Lenovo Tab P10,Lenovo TB-X705F,X705F,Adreno (TM) 506,Tablet,Qualcomm SDM450,3568MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Lenovo,Lenovo Tab M10 (HD),Lenovo TB-X505F,TB-X505F,Adreno (TM) 504,Tablet,Qualcomm SDM429,1862-1864MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Lenovo,VIBE K6 Note,Lenovo K53b36,K53b36,Adreno (TM) 505,Phone,Qualcomm MSM8937,2848-2849MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
